ID	Sentence	Label
833	____  °ë_ì¤__	1
834	_ë¡ ì¶_ ____ê° ë§¤ì_ ë¹_¥¸ ë°°ì_ê¹_ ^^	1
835	ë°°ì_ _ ¬ì_ ë¹__´ì_	0
836	ë§_ëª»í_ ¨ì_ê²__	0
837	_·¹__ ë¬´ê_ì§ __ ë°__ ì¢__	1
838	ì¡°ê_ _º¼__ ë¹__	0
839	__ ê² ê°__ °ì_ê° ê´_°® ¸ì___	1
840	ì¢__. __ êµ¬ë§¤__ ¬êµ¬ë§¤í___	1
841	____©ë_!	0
842	__  ¤ì___  ¬ê_ ¶ì_	1
843	__ _¬´ ½í_	0
844	¬ì_ _£¨ë§__ __  ¨ì_ì§ê³ ¤ì_ _ë¶¬ì_µë_	0
845	¬ì_ë³´ë_ ë§__ __ ±ë_´ì_	0
846	¬ì___ê° ë°©ì___ __... ë°__ë§ ¨ê±°__....	0
847	__ê¸°í_ ë³__ ____	0
848	¸ê²¬´ë_ _¬´ __©ë_.	1
849	ì§__.. ¼êê²©ë_¼ì_¤ì_.	0
850	ë¹¨ëê° ¸í_ê³ ì¢____.	1
851	__ ¬ì_ ëª»í_´ì_ ë§____ __ë¦ ´ë_´ì!	0
852	°í_¸ë_ _²­ ë¹¨ë¦¬¤ë_!!	1
853	¸ê_ ë¹¨ë_	1
854	ë¬¼ì_ __	0
855	ë¸__ê· _¸°¤ì_ ¨í_ êµ¬ë§¤__ ê·¸ë_ ¨ê³¼__	0
856	ìµ____.. ë¹¨ë_ë§ ë²__µë_ ë¶¤ë_ê¸ __ _	0
857	ì¼´ì_ ¸í___¸ë_ ¸í_ ____	0
858	_ __	0
859	ê¸°ì¡´ê²_³¼ ¸í_ ____	0
860	¥ë_ ¤ë_ê° ì¢__ ¤ë_ °ê¸° ±ì_ê± ê°__!	1
861	ë°°ì_ __ _	0
862	¸í_ __ê³ °ê¸°ì¢____	1
863	CD£ê_  «í_ì§ ____.	0
864	___ ì¡°ê_ ë³____	0
865	ê°ê²©ëë¹ __ ë§_¡±´ì_	1
866	ê°____ __ ë³´ê¸° ¸í_ì¡____	1
867	_ª©´ë_ __ ê°ë£ ë§__ ____.	0
868	ë¬¼ì_ ë§__ __ ë¹__©ë_.	0
869	ê·¬ì_ ____	1
870	¬ì_ì¦__  ë§__ ¬ì_ê°__ _£¼ ì¢__	1
871	ë§_¡±´ì_ ¬ì_ __ì£¼ì_ ¸ì___	1
872	°ë_ê¸°ë_ ¤ë___ __´ë_ ´ë_ ê²__ __!!!	0
873	__  ë°__ê³ ê°ë³__ °ê¸° ì¢_  ´ì_	1
874	¬ì_ê³ ë°°ì___ _ ¤ë¥´¤ì_. _ª» ë³´ë_ ê±´ì ëª¨ë¥´ê²_ë§ ¤ë¥¸ __´ì_	0
875	ì± ½ê¸°ë¥ ì¢____ _ _¬´ ¬ë_ê² ½ì_¤ê_ __!	1
876	ê½__ ¬ì_ì¦_ ¬ê_ ____	1
877	__ë³´ë_ __ ë§_ __ __µë_.	0
878	_¬´ ¤ì___´ì_ __ ì¸¡ì_ ë¶_©ë_.	0
879	ê°____ë¡ ë¹____. ê·¼í_ ë²_¤ì_	0
880	_ ë¹_¥¸ë°°ì_ ê°____	1
881	_¬´ __¤ì_ ë¸__ë¸__ __ë»__.	1
882	¥ê³¼ ì´__¨ì_ ¤ë_ ê° __´ì_~	1
883	__ _ë¡ ____ ì´__ ë¬¸ì_ê° ____. 	0
884	__¨ë_ë¡ °ë_ ê¸°ìê·ê° __ ë¡__ë°_  ´ë_ê³ __ ì¢__	1
885	¸ë_ ì¶__^^ ë§__ ì²_¦¬ê°  ì¢____.	0
886	´í_ ê°ê²©ì_  °ê_ ____	1
887	ìµ__ __!! __´êì§ __ __ __!!	0
888	ë¹__ë°©ì_ ¡ì_ë¡__ ë³____.	0
889	ê³__¤ë_¤ì_	1
890	ê°±ë_ ë° ì¢__~	1
891	_¬´ ë¬´ê±°__ ¬ì_ë¶_	0
892	¬ì_ ê¼¼ê¼¼ ´ì_ ê±´ê___  ë°__´ì_!	1
893	ì§__ ì§____ ¬ì_ê³ _¤ë¥¸ __´ì_ êµ¬ë§¤ ì§__ ´ì___	0
894	__ ìµ____ __¤ë_ ì¢____ __  __	1
895	ê±°ì_ ¡ì_ __ ë²__¼í_	0
896	ì²__ ¬ë³´ ë¬¼í_¸ë_ ê¹____ ì¢__  ¸ê_	1
897	ê°ê² _¬´ ë¹__ __	0
898	ì¢_ __´ë_ ê³__ êµ¬ë§¤´ì_ ¬ì_´ì_	1
899	____.. _¦¬°ê ¨ì_ì§__.	0
900	·ë©´ _¬´ ½ê_ ê¹¨ì_ë²__´ì_	0
901	¨ë_¸ì_ë¡ êµ¬ë§¤__  ¸ê_ ì¢__~ ì¢_ ì±  ½ê_µë_.	1
902	´í_ ê°__ __ ¬ì__¸°  ì¢__	1
903	__ __ ë°__ê° ì°_¸ì_____	0
904	ëª©ì_  ¥ì_¤ì_  ê°ì§ê³ __	1
905	_¬´ __´ì_ __ ë²_¦° ê² ê°__	0
906	êº¼ë_êº¼ë_´ì_ _²½ °ì_..	0
907	¸ì_ __´ê ¬ì__¸° __ êµ¬ë§¤__ ë°°ì_ ë¹_¥´ê³ __ ì¢____	1
908	´í_ê³ ì¢______ _°©__ë§__ »ì_ __ê¸ __  °ê_ __	1
909	´ê±´ ë­ __ê² ë§__ì§;;   ¼ì_	0
910	__ __¼ì_ ê·¸ë_ì§  __  	0
911	ë°°ì_ _¬´ _¤ì_	0
912	ê±´ì_ì§ê° __´ì_ __µë_.	0
913	¤ë_  ë¶____.	0
914	__ __¤ë_ ë°°ì_´ì_	0
915	ë§¤í_ê° ´ë_´ì_ ê· ê°__ì¹_ __ ê² ê°__!	1
916	ì§__ ë§¤ì_ ì§§ì_	0
917	__ë³´ë_ ¬ê¸°ê° __ __¸ì_ ë³__ ____.	0
918	ì¢_ ì±  ½ê_µë_~	1
919	ë¬¼ì_ _¬´ ë¹__ ë¹¨ë_ ë²__´ì_...	0
920	ì¢__ ì§__´ê±¸ ê·¸ë_¤ì_	1
921	ì¹__ ë°__´ê ê³__ ¨ì_ì§¤ì_ ëª__ ë¹¨ì_ ____ ¬ì_ ¨ì_ì§¤ì_	0
922	´ë_ê² __´ë _²´ê°´í_ê° __	0
923	ê´_°®__ ë°©ì_ _¸° ¸í_	1
924	´ë¦°´ì_ _¬¼ë¡ __ _¬´ ê·¬ì_~	1
925	__ ê°__! ¤ë¦¬ì½__ì§__ ë¶__ê³ ë²_²¨ì§ì§ê° __ __´ì_	1
926	__¸ì_ ê·½ì___~	1
927	ì¡°ì¹´ê° _¬´ ì¢____ ±ë_ __©ë_.	1
928	__ ___¬¼¸ë_ __¸ë_ ê´_°®ê³ __!	1
929	_°± ë¶__ ì¢ ë§____.	0
930	°ê²°¸ì_ ì§§ê_ ë¬ £ë_ ê²__ ë¶__©ë_.	0
931	6 __¸ë_ ê°ì§ê³ ê³__ __ ë¶__ __ì§ _²¼´ì_ 	0
932	__ ì´__ë°°ì_	1
933	 __ê² ©ë_ ¬ìë§__	0
934	__ë³´ë_ __ë»__	0
935	ëª ë² ë°__ ¤ë_ ê¹¨ì_ °ì_ì¡°ê_ ¬ë_	0
936	__ ê°ê²©ë³´ ë¹__!!!	0
937	ê´_°®__ ì´__ ì¢__ ´í_ê² _´ì_	1
938	__ ë³__ _¸´ ____.	0
939	ë§__ ¤ì_~ ì¶__´ì_. ë§__ __~~	1
940	¼í___	1
941	__¼í_ê²  ê·¸ë_¸ì_ ê¹____  ì°_. __ ____	1
942	 ë¶_ __ ë³__	0
943	__¤ì_ ____  ´ì_ë¦¬ë_	1
944	¨ê³¼ __ __ __¤ì_	0
945	__ê³ °ê¸°  ì¢__	1
946	ë°°ì_ µì_ __	0
947	ë°°ì_ _¬´ _¦¬ê³ _ë¡ °ë_  ì¤__	0
948	ë°°ì_ _£¼ ë¹¨ë_ê³ __ ë§_¡±__	1
949	ë¶__¤ê_ _ê° __ ê¹¨ì_ _²­ ¤ë_ ì§__	0
950	____ __ __¤ì_	0
951	¤ë_ ¬ì_ê³ _ ´í_´ë_ ¤ì_ë¡__ _£¼ ë³____	0
952	_¬´ë¦¬ì_¤ê±°ì§ë§.. ì°¸ë_ ì¢ ê·¸ë_¤ì_	0
953	____ _¬´ ´ë_!	1
954	ëª ¤ë¦¬ê°  ë¹__ ì¡°ê_ ê°ì§ê³ ¤ê ë§__.	0
955	_©´ ê·¸ëë¡ __!	1
956	 ë²__	0
957	ë°°ì_ _²­_¦¬ê³  __¤ì___	0
958	__ ì§¬ë_ê³ ¸ì_  ____	0
959	ì² ´ê±¸ ë¬¼ê±´´ë_ê³ __ ê±´ê?	0
960	_°°¬ì_ _ _¬´ ë³____	0
961	¸ë__±° ê°____	1
962	ì¢__~ ___©´   ¸ë_	1
963	__ __ ¬ìë§__ê¸	0
964	¬ì_ ëª»í_ ê² ê°__	0
965	¬ì_ë³´ë_ _¬´ __ ë°__ __ __ë¡ ´ì_ __ê²__	0
966	¬ë_ ì¢__ __ ¬ì_ ë´¤ë_ _ ¬ì_ __ ì¤ ìµ__...	1
967	_ ì¢__ ë³__¤ì_	0
968	ë³__  ±ì___!	0
969	__ ë¬¸ì___ ë°°ì_ ë¹_¥´¤ì_ _ ë°°ì_ ë¹_¥¸ê² ì¢____	1
970	ê±°í_ ____	0
971	_ì¤_ __ì§ë§ _¬´ ____	0
972	ì§±ì§±__ __ ´ì___.	1
973	¨ë³´ ê´_°®__ _¬¼ë¡ êµ¬ë§¤____.	1
974	_¬´ ì¢__ ë§¤ì_ ë§¤ì_ °ê_ __	1
975	´ì_ë¬¼ì_ ___	0
976	ë¶__ê¸ ê¹__ë¡___.	0
977	ë°°ì_ ë¹_¥´ê³ ´í_ê³ êµ¿ì___	1
978	____ ì§ê¸ ¬ì_ ëª»í_ê³ ê·¸ë_ ë¦¬ê_ __.	0
979	 ¸ê_ ë°°ì_ __	0
980	____ __ ë³´ì_ê³ ì£¼ë¬¸´ë_¼ê_ ____ ë§_¡±__	1
981	__ì¿__ ´ê_ ê° ¸í_ê± ê°____	1
982	ì²´ë_  ë¨¹ì_ _£¼ ë§_¡±´ì_!	1
983	ê±´ê___  _ ê±¸ë_ ¬ì_¼ì_ ë°°ì_ ë¹_¥´ê²  ë°__µë_	1
984	ê¸°ëª¨ê° °ë_ ê² ê°__	1
985	__ê²____!	1
986	__ë¦¬ë_ ì£½ì __ ±ì_ __ë¡ ë°__´ì_!	1
987	ë¨¼ìê° ë§____.	0
988	ë°°ì_ __ _¬´ _¦¬¤ì_ __	0
989	__ _¬´ ì¢__ ê³__ °ê_ __	1
990	°ì_ê°__ ë³_¡­__	0
991	¬ì_ 2ì¤__¥ì_ ë°°ì_ ë¹¨ë_____ê²__	1
992	_ë³´ë_ ë³__¤ì_	0
993	ë°°ì_ _¬´ ____	0
994	__ ê°__ ê¸ ì¢__ __ ¥ë_ê° ê°__	1
995	ê°±ë_êµ ¤í_¨í_ ê°ë¦¼ì_¼ë_ _²©__	1
996	__ë³´ë_ ¬ì_ ë¶____ _¸°ê° ¸ì_ __ ê² ê°__	1
997	¤ë__ë¡ ¬ì_´ë_ __  	0
998	ë°_¹¨ ____  ¸ê_ ë²_°½__ ë°°ì_ ë¹¨ë_´ì_	1
999	©ê¸° _²´ê° ì°_·¸¬ì_ __	0
1000	__ __´ì_	0
1001	ë°°ì_ _¬´ _¦¬ê³ ê°ê²©ì_ ë¹__ ____ _¦¬ ____.	0
1002	¸ì_¥ë_ ì¢__ ¥ë_ ì¢__ ê°ì¡±ì_ ¨ê_ °ê_ __~	1
1003	ì¢_ ê± ëª¨ë¥´ê²__ _µ­ë§ ¨ì_	0
1004	´ë_ê² __ ì¤ __¼ë©´ __¤ë_ê±´ë_ __ ____	0
1005	ë§__¬ì_ ê·¸ëë¡ ë¬»ì___	0
1006	_£¨ë§__ ê³__ ____.	0
1007	ì§±í_ë¶__ ë³__¤ì_	0
1008	¸ê_  ´ì_. ë°°ì_ ë¹¨ë¥´ê³ __  êµ¬ë§¤ __.	1
1009	__ê° ì¢ ¬í_ê² ©ë_	0
1010	ë¹_¥¸ë°°ì_´ë_ ê°__¨í_ ¬ì_ ë§_¡±¤ë___	1
1011	 ë§ __ __ ì§_³µ ¤ì_ ____.	0
1012	_£¼ ì¢_ __¸ë_ ´í_ê² êµ¬ì_´ì_ ì¢__	1
1013	ë§__µë_.	1
1014	ë¸__¬ê _¬´__ ë³____	0
1015	__ __ ë§__ _ !!	1
1016	´íë§__ ê³__¬ì_ ëª¨ë_ ë¬¸ì_ ì¤ ____ ´ë_°ë¬¸__¼êµ¬...	0
1017	´ë_ ê± _¦¬ __ ëª¨ë_ê° ¬ê_ ´ì_ 	1
1018	__¸ê_¬ì_ ___	0
1019	_¬´ __ ë³__ __!	0
1020	°ì ¼ë_ __´ì_ ê³__¬ì_	0
1021	__ ì§ ____	0
1022	ê¸°ì___ __ ì¹____. ê°ê²©ë_ ´í_¤ì_	1
1023	¨ì_ _¬´ ì¢__ë³´ì_	1
1024	ì±___  ê½____ ì§ë¶__ê³ ê¸°ë_ ë¬»ì___ _µ­ __´ì_	0
1025	__´ì_ ì¢__ __ ë°__ ¼í__ __	1
1026	__ê° _¬´ ¤ë___  ë¹__ ê³______.	0
1027	ê°____ ¬ì__¸° ì¢____	1
1028	__ ê²__   __ _¬´ ì¢__ê³ __¤ì_ _¬´ ì¢____!	1
1029	¬ë©´ _ __ ê²__	0
1030	____ê± ë§__  __	0
1031	__ _¬´  ©ë_	1
1032	_¬´ ì¢____ ê°ê² ´í_  __µë_.	1
1033	ê°ê²©ì_ ë¹__ì§ ___ ë¬´ì_ ½í_ ë³´ì_	0
1034	__ ë¹__©ë_	0
1035	ê°__ êµ¬ë§¤ ê±°ë_  ë§__ê± ê°____	1
1036	ë¶__´ì_	0
1037	¸ì_ _£¼ ë§_¡±¤ë_ ´ì_. __ ëª©ì_ __ ì¤__~	1
1038	¥ì_ ì¢__ ê³__ ¬ì_ì¤____	1
1039	°ë_ ë¬¼ê±´ ì¤ê±´ì ê¸°ì_ê° _¬´ ë§__ ¤ë_´ì_	0
1040	¹ì_ êµ°ë_êµ°ë_ ____.	0
1041	__ë³´ë_ ´í_ê² êµ¬ì_ ê² ê°__!	1
1042	__ 1+1´ë___  1ê°__ ¤ë_ ê±°ì_?	0
1043	ì¶©ì_ _¬´ __	0
1044	¬ì_´ë³´ ì¢__	1
1045	¬ì__³´ °ì_´ì_	1
1046	ê¸°ëë§__ _ __ _ ____.	0
1047	´ê±° __ ê½.. ë¬´ê±°__ ì¤ ´ë_ê°¤ì_	0
1048	ì¢__. ____ ¤ë_´ì£¼__ ´í_  £ì_µë_	1
1049	__ °ë_ê±´ë_ ´í_ê² êµ¬ë§¤  __ ì¢__	1
1050	ë°°ì_ ì§__ì§__ ¤ë_ê±¸ë_µë_	0
1051	¬ì_ì¦__ ¬ê_ ¨ì_ ì¢  ê² ê°____.	0
1052	__ ¬ë_ê³ __  ____ °ì___ __	0
1053	__ _ª» ë³´ë_ê³ __  ë°____.	0
1054	_£¼ êµ¿ì___	1
1055	  _ ê² ê°__. ë³__...	0
1056	ê°ê²©ì_ ë¹__ ·ë_ ê³__ì§ê³ __ __ë¡ ¨ê³¨ êµ¬ë§¤ ____.	1
1057	¸ê_   ê² ê°____. ¸í_ ê°ê²©ì_ ì° ì°©í_¤ì_	1
1058	__´ì_ ¹ì_ ê±°ê_ ë¹_¥¸ë°°ì_ ¸ì_____	1
1059	ê¹__´ì_ ë§__ ¤ì_	1
1060	¬ì_ ë§__ ¤ê_ ì¢____	1
1061	"__ £ì ë¶ë¶ _¥ì_ ì¢_ __ ê·¸ë_ ¤ì_ ¼ì_ë²__µë_~,"	0
1062	__ _¬¼ë¡ êµ¿ì___!! __ê° _²­ ì¢__´ì_	1
1063	ë°__ ê·ì°_ ¬ì_©ë_	0
1064	ì§_ ê´_°®__ ê¸°ë³¸ __ ¨ë_ê° __ êµ¬ë§¤____	1
1065	__ ¸í_¤ì_!	1
1066	ë°°ì_ ë¹_¥´ê³ __ ì¢__! ì¢_ _£¨ __	1
1067	ëª__ _°¨ê³ ·ë©´ ¹ì___. __ _¬¼´ì___ ìµ__´ì_	0
1068	ì¢_ ê°ê²©ì_ ê°__´ì_	1
1069	__ ê¸°ë_©´ __ê²__	0
1070	ê³___±¸ ë³´ë_¨ë_ __ë¶____!	0
1071	´ë_..¸ë_ì¡¸ì___¸ë_..ë§__ ¤ì_´ì_~^^	1
1072	ë§__ _¥´ê¸°ë_ __ ì»¤ë_¥ì_ ê±°ì_ __.	0
1073	ì¹_µ¬ ì¶__¼ë_ °ê_ __ ë°__ __ ê´_°®µë_.	1
1074	ê°ê²©ë_ ´í_ê³ ë¸__¬ê ¼í_´ì_ ê·¸ë¦¬ê¸ ì¢__	1
1075	__ê° _²­ ì¢__´ì_..__  ì£¼ë¬¸____	1
1076	__ê°ê²©ëë¹ ì¢_ê± ê°__	1
1077	80 __´ë_ ê½ ë¶____ ´í_ê² ¤ì_ ~	1
1078	__ _ì§ ____.	0
1079	ì·¨ë ___¸° ¬ë __!	1
1080	¥ì_ ì¢_ êµ¬ë§¤__ ë³____	0
1081	__ ê¸°ì_ ë§__ ½í_ë³´ì_	0
1082	 ë¶_ __ ë³__..	0
1083	ê¸_°© ë§_ì§ê³ ë°°ì_ ___.	0
1084	__¤ì_ __ __ ¤ë___	0
1085	ë§__ì²_¦¬ ë³____.	0
1086	__ê° ì¢__´ì_~ _¦¬êµ¬ë_ê°____´ì_ê³ ê´_°®__ ë²_°½__ê¸ ë°__	1
1087	ë¶__ê¸ ½ê_ __ê¹__ ì¢__ ë³´ì_	1
1088	ë¬¼ê±´ ë°__  °ê_ __ __ ì¢__	1
1089	ì§__ _¬´__. ¬ì_ì¦__¸ë_ __ ê±´ê..¬ì__ ì¡°ì¹´ì¤¬ì_	0
1090	ë°°ì_ì¤__ ____µë_	0
1091	__ ¬í_¤ì_ _¦¬ê° __¤ê_ ´ì_ __ ¬í_ê² _±°ë¦¬ë_~	0
1092	¬ìë§__  ____	0
1093	ê·¸ë_ ____ê±°ë³´ ë³__¤ì_	0
1094	____  ë§__ ì¢__	1
1095	__ê°__µê_ ë°__ ì¢____ ~^^	1
1096	__  __ë§ _°©__	0
1097	ì§±ì_ ê±±ì___ ì¢__	1
1098	ë³____ ëª¨ì_ë¦ ë¶ë¶__ _»¤ë²__ì§__ê³ ___ ____.	0
1099	ë°_¦¼ ê½__¤ì_	0
1100	"_¨¸ì§ê° ëª¨ë_ ____,,,,"	0
1101	ë°°ì_ _²­ __ ê¸°ë_ë¦¬ë_ ____	0
1102	ë°°ì_ ¨ë___  ¼ì_ ____	1
1103	ê°ê²©ì_ ´í_ì§ __	0
1104	´ì_ __ë³´ë_ ë³__ __!	0
1105	¤ì_  êµ¬ë§¤ __~~~!	1
1106	_¬¼©ì_ë¡ ë§__ __ ì¢ ´í_ë³´ì___	0
1107	´ë´ì_ ê°ì§ê³___¸° ì¢__	1
1108	___£¨ ____. __ _¬´ °í_ê³ ì§_ê³ ë²_¤ì_. ¤ë___.	0
1109	¥ì_ ½í_¤ì_	0
1110	_£¼ ¼í___ ê²¬ê_´ì_. __ ¬ë_ê²  __ __.	1
1111	__ë³´ë_ ë¦¬ë³¸  ´ì_ê² __ __ ë¦¬ë³¸ ë°©í_ _ª»  ê± ê°__	0
1112	´ë¥´__ ¬ì__¸° ì¡°ì_¤ë_ê³ ´ë___	0
1113	ê°ê²©ëë¹ ±ë_ ì¢__~	1
1114	__ ë°__  ¬ì___ __. ê°__©ë_	1
1115	¼ì_   ©ë_	0
1116	¬ì__ __ ì± ___ ë²__ ê³__¬ë_	0
1117	¨ê³¼ ë¯¸ë ´ë __ ê±¸ë_	0
1118	¼ì_ __ë³´ë_ _¬´ ë²__.	0
1119	¬í_ __ ¬ì_ ë³__ ì¢_ __!	0
1120	¨ê³¼ __´ì_	0
1121	__ê° ë¬´ì_ ì¢____ ì¢_ ë¬¼ê±´ ¸ê_ êµ¬í_¤ì_~	1
1122	__ ê´_°®__~	1
1123	__ ì¢__ ¼í_´ì_ ì¢__	1
1124	__ê°  °ê_ __!	1
1125	ë§__ ¨ì __ ê´_°®ê³ ´ì_   __ __!	1
1126	_²­ ì§ë¶__ê² ____	0
1127	__ ê³__ ____ __	0
1128	_£¼ ì¢__ __ê³__ _·¹ì¶__´ì_ __!	1
1129	__ ê°ê²©ì_ ì¢_ __¸ê_ ¬ì_ ë§_¡±´ì_	1
1130	¤ë¥¸°ë³´ ¸ê_ ´ì_.	1
1131	__¥ì_ ¬í_...	0
1132	¥ì_ ´ì___  ì·¨í_ ____	0
1133	ì¢__ ¥ë_ ê´_°®ê³ __ê° ê±°ë_ __	1
1134	ê°__´ì_ ì¢__!	1
1135	´ì_ê³ ê·½ì___	1
1136	ì± _¦¬°ê  ì± ê°__!	0
1137	_¦¬°ê __µë_	0
1138	ê¹____ __ ë©__	1
1139	_¬´ _´ì_	0
1140	ê°ê²©ëë¹ ê°ë³__ ì¢__	1
1141	¼êê²©ì_  °ê±° ê°__ °ì_ê°__ _£¼ ì¢__	1
1142	¬ì_ì¦ __´ì_ ì¢__!	1
1143	"_¬´ __. __ __. __ ì§__ ´ê±´ ____,"	0
1144	__ë³´ë_ ±ë_´ì_  ë¨¹ì_	0
1145	__ _£¼ ë§__ ¤ì_	1
1146	" _¬´ __, ´í_ë³´ì_¤ì_."	0
1147	_°©¥ì_ __. °ì ëª»í_ê³ __¥ì_ ì³__ ____	0
1148	ë°°ì_ ë¹_¥´ê³ _¦¬°ê _¬´ ë§__ __	1
1149	´ë _ª¨ì°¨ì_ _ ¬ì_ì¦__... __ë©  ë°__ ¤ë_µë_ ¼ê_´ì_	0
1150	ê²__ì§ ì´__ _¬´__ ì¢__~	1
1151	¤ë¥¸ __ __ __	0
1152	_ ¹ì_ ¤ë°¥°ì_ì§ê³ ë²_¦¬ê² _²¼µë_.	0
1153	¥ì_ _¬´ ì§____	0
1154	ê± °ë_ê¸°ì___ ¬ìë§__	0
1155	ë°°ì_ ë¹_¥´ê³  ¬ì___ ____.	1
1156	¬ìë§__ 	0
1157	ë°°ì_ ë¹_¥´ê³ _©´ ê·¸ëë¡__ ê¹____ __	1
1158	_¦¬°ë_ ê°ê²©ëë¹ ì¢__ ë°°ì_ _²­ ë¹____!	1
1159	°ì_ ´ë_ì§ ë§¤ì_!	1
1160	ì¤__¸ë_  ê¹¨ë_´ì_	1
1161	´ê±´ __ ë³__¤ì_	0
1162	¤í___ __ __ __ ë³__	0
1163	ê°¥ì_ë¦¬ì_ ë¨¼ìê° ¬ë_ë¶__ ë³____	0
1164	µí_ ë¬¼ë_ê³ ëª»ì_ê²____	0
1165	__ë³´ë_ ´ë_ê³ _¾¸ __´ë_ __ê² ¼ì_	0
1166	__ ì¢ ê±¸ë¦¬_±°¤ì_	0
1167	ë³ ë°__ ____	0
1168	_¬´  êµ¬ì_ ê± ê°__ êµ¿êµ¿	1
1169	 ì¢__ ¬ê²¨ °ë_ ê²¨ì_ ë³´ë_ê²__!	1
1170	ì±____ __ ë³´ê¸° ê´_°®ê³ ¨ë_ µë_ ____	1
1171	¬ê¸° ¬ê_ __ ê³__¤ë_ê³ ì¢_ ê² ê°__	1
1172	__ ìµ____	1
1173	__ __ ______	1
1174	___¸° ê·¸ì __	0
1175	__ ë§__ ¬ë_	0
1176	ê¹__ __¸ì_ ì»¤ë_¥ê³¼ ë°ì°©ë_ ê°ì§ ì¢_ __´ì_	1
1177	ê¸°ë__ ì±__ __ê°.... ¬ê_´ì_	0
1178	_¦¬_ __ ¤ë¥´ê³ ê³¡ì __ê°__	0
1179	ê°ì£½ë_¸ë_ ê°ê²©ëë¹ ë¹__ ¼ê±°  ê± __©ë_.	0
1180	_£¼ ì¢__!	1
1181	ë°°ì_ __ ì¢_µ¬..... __ ë§_¡±	1
1182	´í_ ê°ê²©ì_ë¡ êµ¬ë§¤´ì_ ì¢____	1
1183	 ë°__µë_~	1
1184	__¼í_ê³ ¼í_´ì_ __ê° __ ì¢__´ì_!	1
1185	__ì§ì§ __ ´ëê° ë¶__´ì_	0
1186	____ ê²__ ë¹__ ¤ë¥´¤ë_ __ __µë_.	0
1187	¤ë__ ¤ì_ __ ____ ê¸_°© ______!	1
1188	´ê±¸  ´ê _¬´ ë°__	0
1189	__ ì¢ ____	0
1190	´ë¦°´ë_ _¬¼ ë¯¸ë¦¬ µë_ __ê° _¬´ ____ ì¢____^^	1
1191	__ ´ì_ ¹ë_.	0
1192	¬ë_ __ ë¯¸ë_ê±°ë_ ê¸°ë_   ì¢__!	0
1193	´í_ __ __  __ ê² ê°__	0
1194	__¸ë_ ì¢__ __ ë¹¨ë_ ì¢__	1
1195	ë°°ì_ _²­ _´ì_..__ê¸°í_ _²­ ì§§ì_..	0
1196	ë¬ £ë_ ê± ì§__ __ ;;;__ ¬í___.	0
1197	ë³´ê_¸° ì¢__ ê² ê°____.	1
1198	¬ì_ ì¶©ì_ê³ ê³____ __ê° ë³____.	0
1199	ê·¸ì ê·¸ë_. ë°°ì_ë¹ ____	0
1200	ë§__ _	1
1201	´ê±° ì§__ ë­¡ë_ê¹? ê·¸ë_ë°____ _½í_ë§__ë§__ê± ë³´ë___? ...	0
1202	´êµ¬±ì_ ½í_ì§ ê¹¨ì___	0
1203	__¥ì_ë¡ ¬ì_ ë¬¸ì_¬ë_ _  ë°ë¦¬ë_ê² _¸°__.	1
1204	¡ã_...ê³__ ½í_ê³... __ì»¨ì_ ì¼__ ______	0
1205	 __µë_ ê´__ ´ì_ __	0
1206	__ ìµ_ì¹__ ´ë_ _¦¬ê° ¬ì_ __ __ê° ê´¬ì_ _ __!	0
1207	__ë¹ ì¡°ê_ ë¹__ ê² ê°__	0
1208	ë³¼í_ êµ¬ë_ __ê³ ê½ ì¡°ì_ ____ê±°ë_  ____	0
1209	ë°°ì_ _¬´ _¦¬ê³ _¦¬ê° ì¢ __	0
1210	ì¡°ê_  ë¬¼ì_ __ ¼í_´ë³´´ì_ _ ê² ê°__	0
1211	_¾¸ ì¤__ ¤ì___	0
1212	__ °ë©´  __´ì_..	0
1213	__ __  ë¬»ì_ ë³__¤ì_	0
1214	__ê°  _ê± ¬ë_ ´ì_	1
1215	 ½ê_ ____!	1
1216	´ê±° ë³´ê_ __  ë´¤ì_! 	1
1217	"__ ê± ê°____ _¬´ ì¢__ ê³ ë¹__ê¸   __ ê± ê°__ µë_ __ê²__,."	1
1218	_¬´ __©ë_	0
1219	ê³__ ¬ì___ __ __¼ë_ ë§_¡±_©° °ê_ ____	1
1220	ì£¼ë¬¸¤ì_ ë°__ ë°__´ì_ ¬í_©ì_ë¡ ±ì_ê³ ì¢__	1
1221	ë¦½ì_ __ ì´__½ê_ ¬ì_©ê¸° ´í_ê² ë³´ì_	0
1222	_°©  __´ì_ __ ë§__?	0
1223	__ê° ______ __ ¸ë_¤ì_	0
1224	´ê±°ë§ __ë© __ë¦¬ì___ ´ì_¨ì_  __´ì_	1
1225	ë°°ì_ _£¼ __´ë_	0
1226	ë°°ì_ ë¹_¥´ê³ ¬ì_ ê¹____ ¥ë_ _¬´ ì¢__	1
1227	__ _¬´ __	1
1228	ì¢_ __ ì¢_ ê°ê² ê°__©ë_.	1
1229	ê¸. ì¢__. ë§_¡±©ë_.	1
1230	ê¹__ _¼°__ ¤ë¥´ê²  ê¹__ êµ¬ê²½ ëª»í_´ì_	0
1231	ì§ë¬ ¸ì_ _ __.	0
1232	ë¯¼ê_ ¼ë¸ë_  ë§__ ë²__ ¸í_ì§¸ì___	1
1233	 __ë¡ ë°°ì_____	0
